회차,세트번호,예측번호,당첨번호,일치개수,일치번호,등수
556,2,17 26 27 28 34 38,12 20 23 28 30 44 +43,1,28,0
556,3,13 25 28 34 37 41,12 20 23 28 30 44 +43,1,28,0
556,4,2 6 11 21 30 31,12 20 23 28 30 44 +43,1,30,0
556,5,7 10 18 28 38 43,12 20 23 28 30 44 +43,1,28,0
556,6,10 15 19 35 42 43,12 20 23 28 30 44 +43,0,,0
556,7,3 6 32 37 43 45,12 20 23 28 30 44 +43,0,,0
556,8,15 17 21 25 26 31,12 20 23 28 30 44 +43,0,,0
556,9,1 10 11 17 33 39,12 20 23 28 30 44 +43,0,,0
556,10,6 7 8 21 38 45,12 20 23 28 30 44 +43,0,,0
557,1,4 5 27 28 30 39,4 20 26 28 35 40 +31,2,4 28,0
557,2,11 13 23 30 37 45,4 20 26 28 35 40 +31,0,,0
557,3,1 19 21 25 39 45,4 20 26 28 35 40 +31,0,,0
557,4,21 29 33 37 41 43,4 20 26 28 35 40 +31,0,,0
557,5,11 19 22 30 36 45,4 20 26 28 35 40 +31,0,,0
557,6,1 4 7 16 23 36,4 20 26 28 35 40 +31,1,4,0
557,7,3 6 13 14 27 35,4 20 26 28 35 40 +31,1,35,0
557,8,6 12 14 17 23 29,4 20 26 28 35 40 +31,0,,0
557,9,8 14 22 23 30 38,4 20 26 28 35 40 +31,0,,0
557,10,7 14 16 22 26 45,4 20 26 28 35 40 +31,1,26,0
558,1,5 7 27 35 41 42,12 15 19 26 40 43 +29,0,,0
558,2,2 5 15 16 34 43,12 15 19 26 40 43 +29,2,15 43,0
558,3,1 11 24 30 38 45,12 15 19 26 40 43 +29,0,,0
558,4,3 4 27 29 36 44,12 15 19 26 40 43 +29,0,,0
558,5,1 13 31 39 42 44,12 15 19 26 40 43 +29,0,,0
558,6,9 17 18 21 24 38,12 15 19 26 40 43 +29,0,,0
558,7,9 15 21 28 29 39,12 15 19 26 40 43 +29,1,15,0
558,8,6 8 12 28 29 45,12 15 19 26 40 43 +29,1,12,0
558,9,7 15 30 31 32 39,12 15 19 26 40 43 +29,1,15,0
558,10,4 16 26 32 37 45,12 15 19 26 40 43 +29,1,26,0
559,1,16 24 30 34 38 39,11 12 25 32 44 45 +23,0,,0
559,2,3 4 10 14 35 45,11 12 25 32 44 45 +23,1,45,0
559,3,3 4 10 11 18 31,11 12 25 32 44 45 +23,1,11,0
559,4,1 4 13 33 40 42,11 12 25 32 44 45 +23,0,,0
559,5,23 26 27 30 31 33,11 12 25 32 44 45 +23,0,,0
559,6,2 5 21 24 38 45,11 12 25 32 44 45 +23,1,45,0
559,7,4 10 19 28 37 43,11 12 25 32 44 45 +23,0,,0
559,8,8 11 15 22 36 37,11 12 25 32 44 45 +23,1,11,0
559,9,1 27 28 30 35 44,11 12 25 32 44 45 +23,1,44,0
559,10,2 13 18 22 24 38,11 12 25 32 44 45 +23,0,,0
560,1,6 7 11 19 23 41,1 4 20 23 29 45 +28,1,23,0
560,2,1 5 16 21 24 44,1 4 20 23 29 45 +28,1,1,0
560,3,9 16 27 36 42 44,1 4 20 23 29 45 +28,0,,0
560,4,5 10 25 27 36 43,1 4 20 23 29 45 +28,0,,0
560,5,8 14 16 17 35 36,1 4 20 23 29 45 +28,0,,0
560,6,7 8 13 14 15 21,1 4 20 23 29 45 +28,0,,0
560,7,12 15 28 41 42 43,1 4 20 23 29 45 +28,0,,0
560,8,5 10 20 27 32 44,1 4 20 23 29 45 +28,1,20,0
560,9,5 6 20 31 35 38,1 4 20 23 29 45 +28,1,20,0
560,10,13 16 22 28 37 41,1 4 20 23 29 45 +28,0,,0
561,1,3 11 27 37 39 45,5 7 18 37 42 45 +20,2,37 45,0
561,2,1 3 6 8 20 45,5 7 18 37 42 45 +20,1,45,0
561,3,4 9 38 40 41 43,5 7 18 37 42 45 +20,0,,0
561,4,7 15 18 20 42 45,5 7 18 37 42 45 +20,4,7 18 42 45,4
561,5,2 4 6 31 33 44,5 7 18 37 42 45 +20,0,,0
561,6,11 17 28 38 39 44,5 7 18 37 42 45 +20,0,,0
561,7,8 17 20 27 40 42,5 7 18 37 42 45 +20,1,42,0
561,8,2 24 30 34 38 39,5 7 18 37 42 45 +20,0,,0
561,9,3 7 13 15 23 41,5 7 18 37 42 45 +20,1,7,0
561,10,17 21 26 34 39 43,5 7 18 37 42 45 +20,0,,0
562,1,1 14 30 31 37 45,4 11 13 17 20 31 +33,1,31,0
562,2,13 16 18 33 35 39,4 11 13 17 20 31 +33,1,13,0
562,3,5 18 27 30 41 43,4 11 13 17 20 31 +33,0,,0
562,4,6 9 14 27 39 45,4 11 13 17 20 31 +33,0,,0
562,5,4 10 17 24 35 37,4 11 13 17 20 31 +33,2,4 17,0
562,6,16 26 29 39 44 45,4 11 13 17 20 31 +33,0,,0
562,7,9 16 17 32 41 44,4 11 13 17 20 31 +33,1,17,0
562,8,13 18 24 31 36 43,4 11 13 17 20 31 +33,2,13 31,0
562,9,6 8 13 14 22 45,4 11 13 17 20 31 +33,1,13,0
562,10,3 12 14 21 29 33,4 11 13 17 20 31 +33,0,,0
563,1,2 20 26 29 35 39,5 10 16 17 31 32 +21,0,,0
563,2,5 6 9 18 19 34,5 10 16 17 31 32 +21,1,5,0
563,3,2 3 5 6 19 20,5 10 16 17 31 32 +21,1,5,0
563,4,6 9 22 28 29 43,5 10 16 17 31 32 +21,0,,0
563,5,1 4 14 19 22 37,5 10 16 17 31 32 +21,0,,0
563,6,1 2 13 25 29 31,5 10 16 17 31 32 +21,1,31,0
563,7,3 7 10 16 28 40,5 10 16 17 31 32 +21,2,10 16,0
563,8,6 11 13 15 24 26,5 10 16 17 31 32 +21,0,,0
563,9,14 16 19 32 33 41,5 10 16 17 31 32 +21,2,16 32,0
563,10,4 5 14 26 32 37,5 10 16 17 31 32 +21,2,5 32,0
564,1,15 19 24 34 42 45,14 19 25 26 27 34 +2,2,19 34,0
564,2,15 25 28 29 33 34,14 19 25 26 27 34 +2,2,25 34,0
564,3,1 29 30 31 37 41,14 19 25 26 27 34 +2,0,,0
564,4,3 16 19 20 32 45,14 19 25 26 27 34 +2,1,19,0
564,5,21 22 23 29 35 36,14 19 25 26 27 34 +2,0,,0
564,6,2 12 19 23 27 30,14 19 25 26 27 34 +2,2,19 27,0
564,7,1 8 28 33 34 40,14 19 25 26 27 34 +2,1,34,0
564,8,5 7 14 18 25 43,14 19 25 26 27 34 +2,2,14 25,0
564,9,8 15 19 23 33 42,14 19 25 26 27 34 +2,1,19,0
564,10,15 21 25 26 41 45,14 19 25 26 27 34 +2,2,25 26,0
565,1,15 21 26 29 33 41,4 10 18 27 40 45 +38,0,,0
565,2,1 27 29 31 37 43,4 10 18 27 40 45 +38,1,27,0
565,3,4 9 17 21 22 34,4 10 18 27 40 45 +38,1,4,0
565,4,1 4 24 28 35 43,4 10 18 27 40 45 +38,1,4,0
565,5,9 15 22 26 29 41,4 10 18 27 40 45 +38,0,,0
565,6,7 11 20 33 36 45,4 10 18 27 40 45 +38,1,45,0
565,7,2 16 27 28 35 38,4 10 18 27 40 45 +38,1,27,0
565,8,10 18 23 25 30 32,4 10 18 27 40 45 +38,2,10 18,0
565,9,5 6 15 16 30 41,4 10 18 27 40 45 +38,0,,0
565,10,13 16 29 39 40 45,4 10 18 27 40 45 +38,2,40 45,0
566,1,6 9 22 29 32 43,4 5 6 25 26 43 +41,2,6 43,0
566,2,11 16 22 24 40 45,4 5 6 25 26 43 +41,0,,0
566,3,2 4 10 26 35 44,4 5 6 25 26 43 +41,2,4 26,0
566,4,7 16 27 30 38 43,4 5 6 25 26 43 +41,1,43,0
566,5,2 3 23 35 43 45,4 5 6 25 26 43 +41,1,43,0
566,6,13 16 17 20 23 32,4 5 6 25 26 43 +41,0,,0
566,7,7 10 26 33 36 44,4 5 6 25 26 43 +41,1,26,0
566,8,3 7 16 29 39 45,4 5 6 25 26 43 +41,0,,0
566,9,1 3 5 16 19 36,4 5 6 25 26 43 +41,1,5,0
566,10,11 16 17 24 30 41,4 5 6 25 26 43 +41,0,,0
567,1,4 6 18 19 33 42,1 10 15 16 32 41 +28,0,,0
567,2,6 12 18 24 29 39,1 10 15 16 32 41 +28,0,,0
567,3,7 19 30 36 37 40,1 10 15 16 32 41 +28,0,,0
567,4,9 10 18 19 24 26,1 10 15 16 32 41 +28,1,10,0
567,5,4 5 10 14 31 43,1 10 15 16 32 41 +28,1,10,0
567,6,9 11 24 27 29 44,1 10 15 16 32 41 +28,0,,0
567,7,10 12 21 24 33 40,1 10 15 16 32 41 +28,1,10,0
567,8,4 7 12 14 16 27,1 10 15 16 32 41 +28,1,16,0
567,9,4 25 30 31 33 35,1 10 15 16 32 41 +28,0,,0
567,10,12 13 22 24 25 38,1 10 15 16 32 41 +28,0,,0
568,1,2 7 10 14 23 43,1 3 17 20 31 44 +40,0,,0
568,2,1 12 25 31 32 39,1 3 17 20 31 44 +40,2,1 31,0
568,3,1 15 27 28 34 39,1 3 17 20 31 44 +40,1,1,0
568,4,2 7 8 19 22 45,1 3 17 20 31 44 +40,0,,0
568,5,11 21 25 29 31 45,1 3 17 20 31 44 +40,1,31,0
568,6,7 26 28 31 38 39,1 3 17 20 31 44 +40,1,31,0
568,7,2 12 24 34 35 41,1 3 17 20 31 44 +40,0,,0
568,8,15 20 24 33 39 41,1 3 17 20 31 44 +40,1,20,0
568,9,2 4 23 29 39 41,1 3 17 20 31 44 +40,0,,0
568,10,2 8 20 24 29 31,1 3 17 20 31 44 +40,2,20 31,0
569,1,2 9 21 24 36 39,3 6 13 23 24 35 +1,1,24,0
569,2,2 11 15 21 23 35,3 6 13 23 24 35 +1,2,23 35,0
569,3,8 11 22 25 28 44,3 6 13 23 24 35 +1,0,,0
569,4,8 17 27 28 34 43,3 6 13 23 24 35 +1,0,,0
569,5,1 11 12 16 17 39,3 6 13 23 24 35 +1,0,,0
569,6,17 20 27 31 34 38,3 6 13 23 24 35 +1,0,,0
569,7,12 20 21 23 25 45,3 6 13 23 24 35 +1,1,23,0
569,8,21 26 36 38 40 41,3 6 13 23 24 35 +1,0,,0
569,9,2 3 22 24 37 42,3 6 13 23 24 35 +1,2,3 24,0
569,10,2 7 11 12 29 33,3 6 13 23 24 35 +1,0,,0
570,1,9 10 11 19 21 38,1 12 26 27 29 33 +42,0,,0
570,2,1 2 12 32 36 39,1 12 26 27 29 33 +42,2,1 12,0
570,3,4 17 19 31 36 38,1 12 26 27 29 33 +42,0,,0
570,4,2 20 25 28 36 37,1 12 26 27 29 33 +42,0,,0
570,5,6 11 13 28 38 40,1 12 26 27 29 33 +42,0,,0
570,6,1 6 13 21 23 28,1 12 26 27 29 33 +42,1,1,0
570,7,3 5 7 26 31 41,1 12 26 27 29 33 +42,1,26,0
570,8,2 22 26 31 35 36,1 12 26 27 29 33 +42,1,26,0
570,9,7 8 13 15 27 33,1 12 26 27 29 33 +42,2,27 33,0
570,10,4 6 13 14 24 27,1 12 26 27 29 33 +42,1,27,0
571,1,2 10 23 36 42 44,11 18 21 26 38 43 +29,0,,0
571,2,21 22 24 28 33 44,11 18 21 26 38 43 +29,1,21,0
571,3,10 12 16 20 29 33,11 18 21 26 38 43 +29,0,,0
571,4,13 25 36 39 44 45,11 18 21 26 38 43 +29,0,,0
571,5,1 3 10 19 36 37,11 18 21 26 38 43 +29,0,,0
571,6,9 23 35 36 37 43,11 18 21 26 38 43 +29,1,43,0
571,7,2 7 12 19 20 29,11 18 21 26 38 43 +29,0,,0
571,8,1 6 7 11 22 36,11 18 21 26 38 43 +29,1,11,0
571,9,3 17 25 27 36 37,11 18 21 26 38 43 +29,0,,0
571,10,1 5 10 15 24 40,11 18 21 26 38 43 +29,0,,0
572,1,4 13 21 24 27 39,3 13 18 33 37 45 +1,1,13,0
572,2,12 19 23 28 30 41,3 13 18 33 37 45 +1,0,,0
572,3,19 22 30 32 40 42,3 13 18 33 37 45 +1,0,,0
572,4,3 4 6 11 22 45,3 13 18 33 37 45 +1,2,3 45,0
572,5,4 10 21 23 31 33,3 13 18 33 37 45 +1,1,33,0
572,6,14 20 21 23 25 38,3 13 18 33 37 45 +1,0,,0
572,7,5 7 10 12 17 32,3 13 18 33 37 45 +1,0,,0
572,8,10 11 16 31 35 44,3 13 18 33 37 45 +1,0,,0
572,9,1 2 6 13 34 42,3 13 18 33 37 45 +1,1,13,0
572,10,3 7 20 25 28 42,3 13 18 33 37 45 +1,1,3,0
573,1,6 9 18 20 32 37,2 4 20 34 35 43 +14,1,20,0
573,2,2 11 14 16 23 32,2 4 20 34 35 43 +14,1,2,0
573,3,2 14 16 30 37 42,2 4 20 34 35 43 +14,1,2,0
573,4,9 33 39 40 42 43,2 4 20 34 35 43 +14,1,43,0
573,5,9 10 12 23 24 32,2 4 20 34 35 43 +14,0,,0
573,6,1 4 10 27 28 40,2 4 20 34 35 43 +14,1,4,0
573,7,12 18 21 23 29 42,2 4 20 34 35 43 +14,0,,0
573,8,3 15 21 31 34 36,2 4 20 34 35 43 +14,1,34,0
573,9,2 16 33 35 38 45,2 4 20 34 35 43 +14,2,2 35,0
573,10,14 30 35 36 37 40,2 4 20 34 35 43 +14,1,35,0
574,1,8 18 37 39 40 42,14 15 16 19 25 43 +2,0,,0
574,2,5 18 26 29 31 40,14 15 16 19 25 43 +2,0,,0
574,3,10 18 19 37 41 44,14 15 16 19 25 43 +2,1,19,0
574,4,3 17 29 41 42 45,14 15 16 19 25 43 +2,0,,0
574,5,4 5 20 23 35 40,14 15 16 19 25 43 +2,0,,0
574,6,4 11 16 26 30 32,14 15 16 19 25 43 +2,1,16,0
574,7,12 16 22 32 34 41,14 15 16 19 25 43 +2,1,16,0
574,8,5 21 23 32 34 43,14 15 16 19 25 43 +2,1,43,0
574,9,4 5 19 20 21 40,14 15 16 19 25 43 +2,1,19,0
574,10,9 11 24 38 39 43,14 15 16 19 25 43 +2,1,43,0
575,1,2 4 16 24 38 45,2 8 20 30 33 34 +6,1,2,0
575,2,17 18 24 25 35 40,2 8 20 30 33 34 +6,0,,0
575,3,4 5 8 20 37 42,2 8 20 30 33 34 +6,2,8 20,0
575,4,4 14 18 29 30 40,2 8 20 30 33 34 +6,1,30,0
575,5,1 3 7 16 43 45,2 8 20 30 33 34 +6,0,,0
575,6,5 8 9 10 36 43,2 8 20 30 33 34 +6,1,8,0
575,7,6 9 12 16 27 42,2 8 20 30 33 34 +6,0,,0
575,8,2 11 23 25 41 42,2 8 20 30 33 34 +6,1,2,0
575,9,13 32 38 42 44 45,2 8 20 30 33 34 +6,0,,0
575,10,1 2 3 5 27 43,2 8 20 30 33 34 +6,1,2,0
576,1,12 17 22 27 29 43,10 11 15 25 35 41 +13,0,,0
576,2,27 28 38 40 44 45,10 11 15 25 35 41 +13,0,,0
576,3,1 2 6 14 27 38,10 11 15 25 35 41 +13,0,,0
576,4,1 14 19 26 34 40,10 11 15 25 35 41 +13,0,,0
576,5,6 7 12 17 23 41,10 11 15 25 35 41 +13,1,41,0
576,6,1 2 9 11 36 43,10 11 15 25 35 41 +13,1,11,0
576,7,6 18 25 30 42 43,10 11 15 25 35 41 +13,1,25,0
576,8,6 13 30 32 33 35,10 11 15 25 35 41 +13,1,35,0
576,9,10 14 24 29 34 43,10 11 15 25 35 41 +13,1,10,0
576,10,3 9 10 13 31 36,10 11 15 25 35 41 +13,1,10,0
577,1,1 7 16 35 40 42,16 17 22 31 34 37 +33,1,16,0
577,2,10 17 21 25 37 40,16 17 22 31 34 37 +33,2,17 37,0
577,3,14 17 25 37 42 44,16 17 22 31 34 37 +33,2,17 37,0
577,4,5 16 21 28 34 43,16 17 22 31 34 37 +33,2,16 34,0
577,5,6 11 20 23 27 40,16 17 22 31 34 37 +33,0,,0
577,6,8 9 17 30 33 43,16 17 22 31 34 37 +33,1,17,0
577,7,10 12 19 25 28 36,16 17 22 31 34 37 +33,0,,0
577,8,18 19 28 30 36 44,16 17 22 31 34 37 +33,0,,0
577,9,6 17 18 31 38 39,16 17 22 31 34 37 +33,2,17 31,0
577,10,16 18 24 27 28 36,16 17 22 31 34 37 +33,1,16,0
578,1,2 13 21 22 36 40,5 12 14 32 34 42 +16,0,,0
578,2,7 20 24 28 35 43,5 12 14 32 34 42 +16,0,,0
578,3,4 14 18 23 24 25,5 12 14 32 34 42 +16,1,14,0
578,4,10 14 15 20 29 31,5 12 14 32 34 42 +16,1,14,0
578,5,4 18 30 33 34 41,5 12 14 32 34 42 +16,1,34,0
578,6,2 5 13 26 31 43,5 12 14 32 34 42 +16,1,5,0
578,7,6 9 27 31 32 44,5 12 14 32 34 42 +16,1,32,0
578,8,1 13 24 37 39 40,5 12 14 32 34 42 +16,0,,0
578,9,7 15 16 25 28 44,5 12 14 32 34 42 +16,0,,0
578,10,13 24 28 30 32 38,5 12 14 32 34 42 +16,1,32,0
579,1,4 11 16 18 27 34,5 7 20 22 37 42 +39,0,,0
579,2,2 8 15 16 22 38,5 7 20 22 37 42 +39,1,22,0
579,3,8 9 11 16 28 30,5 7 20 22 37 42 +39,0,,0
579,4,2 8 18 32 36 38,5 7 20 22 37 42 +39,0,,0
579,5,1 10 22 32 38 40,5 7 20 22 37 42 +39,1,22,0
579,6,1 12 18 24 28 39,5 7 20 22 37 42 +39,0,,0
579,7,2 8 32 37 41 44,5 7 20 22 37 42 +39,1,37,0
579,8,1 10 11 14 16 37,5 7 20 22 37 42 +39,1,37,0
579,9,6 14 30 31 33 37,5 7 20 22 37 42 +39,1,37,0
579,10,4 10 13 24 31 39,5 7 20 22 37 42 +39,0,,0
580,1,9 11 15 23 24 26,5 7 9 11 32 35 +33,2,9 11,0
580,2,8 20 21 24 38 43,5 7 9 11 32 35 +33,0,,0
580,3,3 22 29 33 35 40,5 7 9 11 32 35 +33,1,35,0
580,4,15 24 29 36 37 45,5 7 9 11 32 35 +33,0,,0
580,5,17 28 29 31 39 45,5 7 9 11 32 35 +33,0,,0
580,6,2 3 32 33 37 38,5 7 9 11 32 35 +33,1,32,0
580,7,8 12 17 18 30 34,5 7 9 11 32 35 +33,0,,0
580,8,5 9 17 25 28 36,5 7 9 11 32 35 +33,2,5 9,0
580,9,15 17 18 23 25 41,5 7 9 11 32 35 +33,0,,0
580,10,1 9 22 26 39 44,5 7 9 11 32 35 +33,1,9,0
581,1,2 6 9 10 33 37,3 5 14 20 42 44 +33,0,,0
581,2,8 18 21 25 26 29,3 5 14 20 42 44 +33,0,,0
581,3,2 6 26 31 33 37,3 5 14 20 42 44 +33,0,,0
581,4,9 10 22 23 36 40,3 5 14 20 42 44 +33,0,,0
581,5,7 25 30 33 42 43,3 5 14 20 42 44 +33,1,42,0
581,6,1 6 9 10 16 36,3 5 14 20 42 44 +33,0,,0
581,7,3 5 7 18 27 34,3 5 14 20 42 44 +33,2,3 5,0
581,8,13 15 16 25 28 36,3 5 14 20 42 44 +33,0,,0
581,9,1 6 28 34 36 42,3 5 14 20 42 44 +33,1,42,0
581,10,6 12 17 20 34 39,3 5 14 20 42 44 +33,1,20,0
582,1,3 16 17 22 24 33,2 12 14 33 40 41 +25,1,33,0
582,2,13 14 18 29 30 36,2 12 14 33 40 41 +25,1,14,0
582,3,2 5 10 24 29 30,2 12 14 33 40 41 +25,1,2,0
582,4,10 11 14 31 32 41,2 12 14 33 40 41 +25,2,14 41,0
582,5,4 12 14 22 31 33,2 12 14 33 40 41 +25,3,12 14 33,5
582,6,9 18 22 28 30 40,2 12 14 33 40 41 +25,1,40,0
582,7,10 16 24 31 39 41,2 12 14 33 40 41 +25,1,41,0
582,8,9 15 19 26 33 42,2 12 14 33 40 41 +25,1,33,0
582,9,10 14 26 28 37 38,2 12 14 33 40 41 +25,1,14,0
582,10,6 8 15 18 25 36,2 12 14 33 40 41 +25,0,,0
583,1,1 13 16 27 35 36,8 17 27 33 40 44 +24,1,27,0
583,2,7 26 30 33 41 45,8 17 27 33 40 44 +24,1,33,0
583,3,10 15 16 17 35 36,8 17 27 33 40 44 +24,1,17,0
583,4,2 4 13 18 19 20,8 17 27 33 40 44 +24,0,,0
583,5,3 12 14 19 42 44,8 17 27 33 40 44 +24,1,44,0
583,6,4 14 17 18 36 42,8 17 27 33 40 44 +24,1,17,0
583,7,7 11 24 37 38 44,8 17 27 33 40 44 +24,1,44,0
583,8,17 21 33 35 37 42,8 17 27 33 40 44 +24,2,17 33,0
583,9,3 6 18 22 30 35,8 17 27 33 40 44 +24,0,,0
583,10,4 5 9 16 27 37,8 17 27 33 40 44 +24,1,27,0
584,1,2 16 19 22 29 44,7 18 30 39 40 41 +36,0,,0
584,2,12 14 15 19 20 42,7 18 30 39 40 41 +36,0,,0
584,3,17 18 31 35 38 43,7 18 30 39 40 41 +36,1,18,0
584,4,5 9 11 26 29 39,7 18 30 39 40 41 +36,1,39,0
584,5,12 17 24 39 40 44,7 18 30 39 40 41 +36,2,39 40,0
584,6,4 10 11 14 23 33,7 18 30 39 40 41 +36,0,,0
584,7,1 7 9 17 23 38,7 18 30 39 40 41 +36,1,7,0
584,8,1 3 5 13 24 41,7 18 30 39 40 41 +36,1,41,0
584,9,8 10 21 25 36 38,7 18 30 39 40 41 +36,0,,0
584,10,14 15 27 37 44 45,7 18 30 39 40 41 +36,0,,0
585,1,4 5 6 10 16 22,6 7 10 16 38 41 +4,3,6 10 16,5
585,2,9 13 17 31 33 45,6 7 10 16 38 41 +4,0,,0
585,3,5 16 22 34 35 39,6 7 10 16 38 41 +4,1,16,0
585,4,3 26 33 41 43 44,6 7 10 16 38 41 +4,1,41,0
585,5,10 11 17 25 33 40,6 7 10 16 38 41 +4,1,10,0
585,6,15 21 25 31 37 41,6 7 10 16 38 41 +4,1,41,0
585,7,1 4 13 26 32 35,6 7 10 16 38 41 +4,0,,0
585,8,3 11 17 21 22 43,6 7 10 16 38 41 +4,0,,0
585,9,1 7 13 17 21 27,6 7 10 16 38 41 +4,1,7,0
585,10,8 17 18 19 33 39,6 7 10 16 38 41 +4,0,,0
586,1,1 4 13 16 27 36,2 7 12 15 21 34 +5,0,,0
586,2,6 13 16 23 38 43,2 7 12 15 21 34 +5,0,,0
586,3,7 15 24 29 33 44,2 7 12 15 21 34 +5,2,7 15,0
586,4,10 15 19 22 37 38,2 7 12 15 21 34 +5,1,15,0
586,5,4 8 13 15 18 42,2 7 12 15 21 34 +5,1,15,0
586,6,2 4 10 34 40 45,2 7 12 15 21 34 +5,2,2 34,0
586,7,1 4 8 11 37 39,2 7 12 15 21 34 +5,0,,0
586,8,1 5 26 31 36 41,2 7 12 15 21 34 +5,0,,0
586,9,14 24 25 42 43 45,2 7 12 15 21 34 +5,0,,0
586,10,13 23 28 30 39 41,2 7 12 15 21 34 +5,0,,0
587,1,5 15 18 20 29 30,14 21 29 31 32 37 +17,1,29,0
587,2,1 5 8 11 28 40,14 21 29 31 32 37 +17,0,,0
587,3,4 15 21 24 39 42,14 21 29 31 32 37 +17,1,21,0
587,4,1 9 12 18 19 31,14 21 29 31 32 37 +17,1,31,0
587,5,7 23 25 30 38 45,14 21 29 31 32 37 +17,0,,0
587,6,7 13 16 19 32 35,14 21 29 31 32 37 +17,1,32,0
587,7,2 4 16 35 37 44,14 21 29 31 32 37 +17,1,37,0
587,8,1 6 7 30 32 36,14 21 29 31 32 37 +17,1,32,0
587,9,6 20 25 30 40 41,14 21 29 31 32 37 +17,0,,0
587,10,2 11 23 24 36 43,14 21 29 31 32 37 +17,0,,0
588,1,6 20 21 25 40 45,2 8 15 22 25 41 +30,1,25,0
588,2,3 13 15 20 30 36,2 8 15 22 25 41 +30,1,15,0
588,3,1 5 13 21 22 34,2 8 15 22 25 41 +30,1,22,0
588,4,13 24 26 39 43 44,2 8 15 22 25 41 +30,0,,0
588,5,4 26 27 30 32 35,2 8 15 22 25 41 +30,0,,0
588,6,1 4 23 33 36 37,2 8 15 22 25 41 +30,0,,0
588,7,2 10 11 24 36 39,2 8 15 22 25 41 +30,1,2,0
588,8,3 9 17 18 35 38,2 8 15 22 25 41 +30,0,,0
588,9,6 18 19 22 44 45,2 8 15 22 25 41 +30,1,22,0
588,10,1 3 12 16 19 40,2 8 15 22 25 41 +30,0,,0
589,1,4 8 13 14 24 32,6 8 28 33 38 39 +22,1,8,0
589,2,3 13 14 15 22 41,6 8 28 33 38 39 +22,0,,0
589,3,1 15 26 31 35 36,6 8 28 33 38 39 +22,0,,0
589,4,13 20 22 25 39 41,6 8 28 33 38 39 +22,1,39,0
589,5,6 26 34 35 40 44,6 8 28 33 38 39 +22,1,6,0
589,6,1 28 30 32 36 39,6 8 28 33 38 39 +22,2,28 39,0
589,7,8 13 19 26 34 39,6 8 28 33 38 39 +22,2,8 39,0
589,8,2 22 24 28 36 42,6 8 28 33 38 39 +22,1,28,0
589,9,15 22 25 31 37 42,6 8 28 33 38 39 +22,0,,0
589,10,2 21 29 35 41 44,6 8 28 33 38 39 +22,0,,0
590,1,5 14 15 20 35 36,20 30 36 38 41 45 +23,2,20 36,0
590,2,4 20 35 38 43 44,20 30 36 38 41 45 +23,2,20 38,0
590,3,5 7 13 16 36 43,20 30 36 38 41 45 +23,1,36,0
590,4,21 25 26 30 40 41,20 30 36 38 41 45 +23,2,30 41,0
590,5,11 23 25 34 36 39,20 30 36 38 41 45 +23,1,36,0
590,6,5 7 17 21 33 45,20 30 36 38 41 45 +23,1,45,0
590,7,1 6 14 15 29 30,20 30 36 38 41 45 +23,1,30,0
590,8,4 10 17 27 29 41,20 30 36 38 41 45 +23,1,41,0
590,9,6 12 28 29 31 32,20 30 36 38 41 45 +23,0,,0
590,10,6 14 19 30 35 38,20 30 36 38 41 45 +23,2,30 38,0
591,1,4 10 11 33 37 44,8 13 14 30 38 39 +5,0,,0
591,2,12 26 34 41 42 43,8 13 14 30 38 39 +5,0,,0
591,3,17 21 26 27 32 41,8 13 14 30 38 39 +5,0,,0
591,4,5 19 23 29 30 35,8 13 14 30 38 39 +5,1,30,0
591,5,2 19 32 38 39 43,8 13 14 30 38 39 +5,2,38 39,0
591,6,2 3 11 17 22 38,8 13 14 30 38 39 +5,1,38,0
591,7,3 14 15 22 27 45,8 13 14 30 38 39 +5,1,14,0
591,8,3 10 17 39 40 42,8 13 14 30 38 39 +5,1,39,0
591,9,7 29 33 37 38 39,8 13 14 30 38 39 +5,2,38 39,0
591,10,4 24 26 29 31 36,8 13 14 30 38 39 +5,0,,0
592,1,5 17 34 39 41 44,2 5 6 13 28 44 +43,2,5 44,0
592,2,5 10 11 13 18 38,2 5 6 13 28 44 +43,2,5 13,0
592,3,7 18 21 33 34 43,2 5 6 13 28 44 +43,0,,0
592,4,3 4 12 30 40 43,2 5 6 13 28 44 +43,0,,0
592,5,3 8 11 22 26 41,2 5 6 13 28 44 +43,0,,0
592,6,5 7 14 29 36 41,2 5 6 13 28 44 +43,1,5,0
592,7,9 16 29 32 37 38,2 5 6 13 28 44 +43,0,,0
592,8,11 19 23 27 30 37,2 5 6 13 28 44 +43,0,,0
592,9,11 27 32 35 42 43,2 5 6 13 28 44 +43,0,,0
592,10,6 10 11 14 21 42,2 5 6 13 28 44 +43,1,6,0
593,1,5 6 14 16 20 22,9 10 13 24 33 38 +28,0,,0
593,2,21 25 35 42 43 44,9 10 13 24 33 38 +28,0,,0
593,3,4 22 24 29 31 35,9 10 13 24 33 38 +28,1,24,0
593,4,17 22 28 32 41 42,9 10 13 24 33 38 +28,0,,0
593,5,2 15 18 22 25 44,9 10 13 24 33 38 +28,0,,0
593,6,4 21 33 34 40 44,9 10 13 24 33 38 +28,1,33,0
593,7,5 8 15 21 36 44,9 10 13 24 33 38 +28,0,,0
593,8,8 11 22 24 31 37,9 10 13 24 33 38 +28,1,24,0
593,9,6 19 21 24 27 42,9 10 13 24 33 38 +28,1,24,0
593,10,3 8 11 20 23 26,9 10 13 24 33 38 +28,0,,0
